"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2016년 05월 09일","43.44","45.00","45.94","43.24","767.57K","-2.73%"
"2016년 05월 06일","44.66","44.52","45.34","43.54","695.31K","0.77%"
"2016년 05월 05일","44.32","44.04","46.07","43.96","746.16K","1.23%"
"2016년 05월 04일","43.78","43.85","44.88","43.22","711.13K","0.30%"
"2016년 05월 03일","43.65","44.92","45.35","43.32","625.55K","-2.52%"
"2016년 05월 02일","44.78","45.90","46.15","44.54","464.03K","-2.48%"
"2016년 04월 29일","45.92","45.90","46.78","45.24","598.44K","-0.24%"
"2016년 04월 28일","46.03","45.30","46.14","44.94","487.41K","1.54%"
"2016년 04월 27일","45.33","44.64","45.62","43.77","648.03K","2.93%"
"2016년 04월 26일","44.04","42.96","44.83","42.50","564.39K","3.28%"
"2016년 04월 25일","42.64","43.75","44.04","42.58","606.38K","-2.49%"
"2016년 04월 22일","43.73","43.42","44.45","43.11","575.11K","1.27%"
"2016년 04월 21일","43.18","43.97","44.49","43.05","671.10K","1.29%"
"2016년 04월 20일","42.63","40.80","42.91","39.85","30.09K","3.77%"
"2016년 04월 19일","41.08","40.04","41.53","39.58","101.73K","3.27%"
"2016년 04월 18일","39.78","38.75","40.24","37.61","342.46K","-1.44%"
"2016년 04월 15일","40.36","41.43","41.73","39.98","520.15K","-2.75%"
"2016년 04월 14일","41.50","41.54","42.16","40.84","488.61K","-0.62%"
"2016년 04월 13일","41.76","41.63","42.42","41.24","730.44K","-0.97%"
"2016년 04월 12일","42.17","40.35","42.25","40.09","796.84K","4.48%"
"2016년 04월 11일","40.36","39.72","40.75","39.25","679.35K","1.61%"
"2016년 04월 08일","39.72","37.52","39.84","37.45","817.23K","6.60%"
"2016년 04월 07일","37.26","37.76","38.30","36.69","626.75K","-1.30%"
"2016년 04월 06일","37.75","36.52","37.90","36.43","751.05K","5.18%"
"2016년 04월 05일","35.89","35.50","36.58","35.24","485.54K","0.53%"
"2016년 04월 04일","35.70","36.61","37.21","35.46","549.48K","-2.96%"
"2016년 04월 01일","36.79","38.14","38.56","36.63","547.19K","-4.04%"
"2016년 03월 31일","38.34","38.30","39.04","37.57","532.15K","0.05%"
"2016년 03월 30일","38.32","38.52","39.85","38.14","542.47K","0.10%"
"2016년 03월 29일","38.28","39.32","39.48","37.91","488.03K","-2.82%"
"2016년 03월 28일","39.39","39.55","40.14","38.86","299.78K","-0.18%"
"2016년 03월 24일","39.46","39.73","39.77","38.33","495.17K","-0.83%"
"2016년 03월 23일","39.79","41.19","41.34","39.67","492.00K","-4.00%"
"2016년 03월 22일","41.45","41.59","41.90","40.77","463.69K","3.86%"
"2016년 03월 21일","39.91","39.06","40.30","38.61","31.92K","1.19%"
"2016년 03월 18일","39.44","40.25","41.20","39.15","130.15K","-1.89%"
"2016년 03월 17일","40.20","38.59","40.36","38.47","298.01K","4.52%"
"2016년 03월 16일","38.46","36.74","38.63","36.61","494.17K","5.83%"
"2016년 03월 15일","36.34","37.37","37.40","35.96","446.10K","-2.26%"
"2016년 03월 14일","37.18","38.17","38.77","36.68","489.94K","-3.43%"
"2016년 03월 11일","38.50","37.99","39.02","37.92","564.79K","1.74%"
"2016년 03월 10일","37.84","38.17","38.48","37.21","701.44K","-1.18%"
"2016년 03월 09일","38.29","36.36","38.51","36.24","740.63K","4.90%"
"2016년 03월 08일","36.50","37.94","38.39","36.12","706.93K","-3.69%"
"2016년 03월 07일","37.90","36.20","38.11","36.09","709.87K","5.51%"
"2016년 03월 04일","35.92","34.66","36.34","34.40","578.29K","3.91%"
"2016년 03월 03일","34.57","34.73","35.32","34.19","512.96K","-0.26%"
"2016년 03월 02일","34.66","33.89","35.17","33.55","597.83K","0.76%"
"2016년 03월 01일","34.40","33.90","34.76","33.37","566.23K","1.93%"
"2016년 02월 29일","33.75","32.72","33.98","32.32","512.47K","2.96%"
"2016년 02월 26일","32.78","33.04","34.69","32.64","646.29K","-0.88%"
"2016년 02월 25일","33.07","32.19","33.49","31.07","611.87K","2.86%"
"2016년 02월 24일","32.15","31.28","32.40","30.56","652.25K","0.88%"
"2016년 02월 23일","31.87","33.34","33.53","31.22","539.38K","1.24%"
"2016년 02월 22일","31.48","29.72","32.05","29.48","26.32K","6.21%"
"2016년 02월 19일","29.64","30.60","30.73","29.05","103.20K","-3.67%"
"2016년 02월 18일","30.77","31.35","31.98","30.27","225.50K","0.36%"
"2016년 02월 17일","30.66","29.14","31.49","28.73","578.64K","5.58%"
"2016년 02월 16일","29.04","29.08","31.53","28.70","651.96K","-5.11%"
"2016년 02월 15일","30.60","29.08","30.69","28.97","-","5.26%"
"2016년 02월 14일","29.08","29.06","29.18","28.97","-","-1.24%"
"2016년 02월 12일","29.44","27.30","29.66","26.95","675.16K","12.32%"
"2016년 02월 11일","26.21","27.34","27.48","26.05","795.97K","-4.52%"
"2016년 02월 10일","27.45","28.36","29.22","27.24","781.28K","-1.75%"
"2016년 02월 09일","27.94","30.17","30.61","27.74","738.22K","-5.89%"
"2016년 02월 08일","29.69","30.97","31.38","29.57","603.65K","-3.88%"
"2016년 02월 05일","30.89","31.64","32.45","30.63","616.53K","-2.62%"
"2016년 02월 04일","31.72","32.71","33.60","31.53","696.72K","-1.73%"
"2016년 02월 03일","32.28","29.75","32.75","29.40","811.70K","8.03%"
"2016년 02월 02일","29.88","31.37","31.53","29.57","602.56K","-5.50%"
"2016년 02월 01일","31.62","33.83","34.18","31.29","595.61K","-5.95%"
"2016년 01월 29일","33.62","33.70","34.40","32.65","618.11K","1.20%"
"2016년 01월 28일","33.22","32.19","34.82","31.74","833.38K","2.85%"
"2016년 01월 27일","32.30","30.55","32.84","30.14","738.55K","2.70%"
"2016년 01월 26일","31.45","29.81","32.41","29.25","642.43K","3.66%"
"2016년 01월 25일","30.34","32.05","32.74","29.68","606.89K","-5.75%"
"2016년 01월 22일","32.19","29.84","32.35","29.53","636.57K","9.01%"
"2016년 01월 21일","29.53","28.35","30.25","27.87","694.04K","11.22%"
"2016년 01월 20일","26.55","28.33","28.58","26.19","32.11K","-6.71%"
"2016년 01월 19일","28.46","29.20","30.21","28.21","188.03K","-5.21%"
"2016년 01월 18일","30.02","29.76","30.88","29.67","-","0.94%"
"2016년 01월 17일","29.75","30.68","30.68","29.36","-","1.10%"
"2016년 01월 15일","29.42","31.18","31.18","29.13","329.09K","-5.71%"
"2016년 01월 14일","31.20","30.60","31.77","30.28","537.91K","2.36%"
"2016년 01월 13일","30.48","30.54","31.71","30.10","637.90K","0.13%"
"2016년 01월 12일","30.44","31.11","32.21","29.93","627.22K","-3.09%"
"2016년 01월 11일","31.41","32.94","33.20","30.88","648.64K","-5.28%"
"2016년 01월 08일","33.16","33.30","34.34","32.64","596.50K","-0.33%"
"2016년 01월 07일","33.27","34.09","34.26","32.10","617.41K","-2.06%"
"2016년 01월 06일","33.97","36.18","36.39","33.77","563.81K","-5.56%"
"2016년 01월 05일","35.97","36.90","37.10","35.74","410.13K","-2.15%"
"2016년 01월 04일","36.76","37.60","38.39","36.33","431.99K","-0.76%"
